team_name,condition,time,fitness
disjoint,diachronic,130,-1270.0
disjoint,diachronic,131,-1270.0
disjoint,diachronic,132,-1270.0
disjoint,diachronic,133,-1270.0
disjoint,diachronic,134,-1270.0
disjoint,diachronic,135,-1270.0
disjoint,diachronic,136,-1270.0
disjoint,diachronic,137,-1270.0
disjoint,diachronic,138,-1270.0
disjoint,diachronic,139,-1270.0
disjoint,diachronic,140,-1125.0
disjoint,diachronic,141,-1057.0
disjoint,diachronic,142,-525.0
disjoint,diachronic,143,-525.0
disjoint,diachronic,144,-525.0
disjoint,diachronic,145,-156.0
disjoint,diachronic,146,-45.0
disjoint,diachronic,147,-45.0
disjoint,diachronic,148,-45.0
disjoint,diachronic,149,75.0
disjoint,diachronic,150,75.0
disjoint,diachronic,151,90.0
disjoint,diachronic,152,90.0
disjoint,diachronic,153,95.0
disjoint,diachronic,154,95.0
disjoint,diachronic,155,95.0
disjoint,diachronic,156,98.0
disjoint,diachronic,157,99.0
disjoint,diachronic,158,99.0
disjoint,diachronic,159,99.0
disjoint,diachronic,160,99.0
disjoint,diachronic,161,99.0
disjoint,diachronic,162,99.0
disjoint,diachronic,163,99.0
disjoint,diachronic,164,99.0
disjoint,diachronic,165,99.0
disjoint,diachronic,166,99.0
disjoint,diachronic,167,99.0
disjoint,diachronic,168,99.0
disjoint,diachronic,169,99.0
disjoint,diachronic,170,99.0
disjoint,diachronic,171,99.0
disjoint,diachronic,172,99.0
disjoint,diachronic,173,99.0
disjoint,diachronic,174,99.0
disjoint,diachronic,175,99.0
disjoint,diachronic,176,99.0
disjoint,diachronic,177,99.0
disjoint,diachronic,178,99.0
disjoint,diachronic,179,99.0
disjoint,diachronic,180,99.0
disjoint,diachronic,181,99.0
disjoint,diachronic,182,99.0
disjoint,diachronic,183,99.0
disjoint,diachronic,184,99.0
disjoint,diachronic,185,99.0
disjoint,diachronic,186,99.0
disjoint,diachronic,187,99.0
disjoint,diachronic,188,99.0
disjoint,diachronic,189,99.0
disjoint,diachronic,190,99.0
disjoint,diachronic,191,99.0
disjoint,diachronic,192,99.0
disjoint,diachronic,193,99.0
disjoint,diachronic,194,99.0
disjoint,diachronic,195,99.0
disjoint,diachronic,196,99.0
disjoint,diachronic,197,99.0
disjoint,diachronic,198,99.0
disjoint,diachronic,199,99.0
